"Symbol  ","Series  ","Date  ","Prev Close  ","Open Price  ","High Price  ","Low Price  ","Last Price  ","Close Price  ","Average Price ","Total Traded Quantity  ","Turnover ₹  ","No. of Trades  ","Deliverable Qty  ","% Dly Qt to Traded Qty  "
"BRITANNIA","EQ","21-Apr-2016","2,845.30","2,847.70","2,870.00","2,780.00","2,784.00","2,787.85","2,819.16","1,77,687","50,09,27,649.05","20,771","1,20,475","67.80"
"BRITANNIA","EQ","22-Apr-2016","2,787.85","2,793.00","2,830.00","2,788.75","2,810.00","2,822.60","2,815.82","1,44,872","40,79,33,796.40","14,013","95,992","66.26"
"BRITANNIA","EQ","25-Apr-2016","2,822.60","2,813.00","2,837.00","2,800.00","2,812.85","2,817.10","2,815.00","1,71,257","48,20,88,203.00","20,751","1,28,449","75.00"
"BRITANNIA","EQ","26-Apr-2016","2,817.10","2,820.05","2,848.00","2,796.20","2,839.70","2,837.30","2,827.51","1,35,789","38,39,44,198.50","13,214","84,468","62.21"
"BRITANNIA","EQ","27-Apr-2016","2,837.30","2,830.60","2,875.95","2,830.60","2,855.60","2,861.40","2,860.64","1,67,434","47,89,68,279.25","22,007","1,08,181","64.61"
"BRITANNIA","EQ","28-Apr-2016","2,861.40","2,875.00","2,918.00","2,812.00","2,827.55","2,825.55","2,861.51","4,04,375","1,15,71,22,649.00","35,351","3,00,454","74.30"
"BRITANNIA","EQ","29-Apr-2016","2,825.55","2,827.00","2,896.00","2,826.00","2,858.00","2,862.60","2,857.98","1,41,294","40,38,15,577.45","21,057","73,123","51.75"
"BRITANNIA","EQ","02-May-2016","2,862.60","2,856.00","2,871.95","2,835.00","2,861.00","2,858.40","2,856.62","74,322","21,23,09,414.40","6,844","41,609","55.98"
"BRITANNIA","EQ","03-May-2016","2,858.40","2,861.40","2,899.90","2,835.00","2,846.00","2,847.10","2,872.38","2,19,946","63,17,68,635.10","27,748","1,27,384","57.92"
"BRITANNIA","EQ","04-May-2016","2,847.10","2,847.00","2,857.90","2,803.95","2,816.00","2,817.75","2,824.63","1,14,460","32,33,07,308.20","19,929","64,830","56.64"
"BRITANNIA","EQ","05-May-2016","2,817.75","2,817.00","2,852.00","2,810.10","2,826.00","2,821.45","2,832.06","56,570","16,02,09,721.35","5,851","22,523","39.81"
"BRITANNIA","EQ","06-May-2016","2,821.45","2,828.00","2,847.00","2,812.00","2,818.15","2,817.30","2,830.39","63,781","18,05,25,026.95","7,052","33,615","52.70"
"BRITANNIA","EQ","09-May-2016","2,817.30","2,839.00","2,839.00","2,800.00","2,809.50","2,813.75","2,823.59","2,80,226","79,12,43,103.90","10,820","2,19,430","78.30"
"BRITANNIA","EQ","10-May-2016","2,813.75","2,815.10","2,863.00","2,815.10","2,824.00","2,820.90","2,835.54","1,15,699","32,80,69,331.90","13,605","56,465","48.80"
"BRITANNIA","EQ","11-May-2016","2,820.90","2,810.00","2,858.90","2,790.95","2,852.00","2,847.45","2,827.90","98,098","27,74,11,704.55","9,006","56,762","57.86"
"BRITANNIA","EQ","12-May-2016","2,847.45","2,867.00","2,950.00","2,840.00","2,935.25","2,936.45","2,914.23","2,59,637","75,66,41,673.80","35,528","1,31,285","50.56"
"BRITANNIA","EQ","13-May-2016","2,936.45","2,935.00","2,977.00","2,925.60","2,962.00","2,954.00","2,958.33","2,69,724","79,79,32,410.10","17,638","2,03,794","75.56"
"BRITANNIA","EQ","16-May-2016","2,954.00","2,964.00","2,978.95","2,903.20","2,937.95","2,935.55","2,931.40","1,46,248","42,87,11,496.90","22,333","92,078","62.96"
"BRITANNIA","EQ","17-May-2016","2,935.55","2,942.20","3,017.90","2,942.20","3,005.00","3,005.65","2,993.46","2,35,671","70,54,70,739.90","24,702","1,35,845","57.64"
"BRITANNIA","EQ","18-May-2016","3,005.65","3,003.95","3,004.00","2,968.00","2,975.00","2,971.60","2,986.92","1,81,320","54,15,88,286.50","19,763","1,32,901","73.30"
"BRITANNIA","EQ","19-May-2016","2,971.60","2,979.95","3,015.00","2,976.10","2,985.00","2,995.95","2,997.83","1,56,746","46,98,98,627.00","11,821","1,05,952","67.59"
"BRITANNIA","EQ","20-May-2016","2,995.95","3,009.90","3,035.05","2,910.00","2,935.05","2,930.70","2,972.30","2,02,237","60,11,08,943.65","21,868","87,894","43.46"
"BRITANNIA","EQ","23-May-2016","2,930.70","2,850.00","2,850.00","2,661.00","2,687.00","2,682.50","2,731.32","7,60,904","2,07,82,69,225.00","56,271","3,89,258","51.16"
"BRITANNIA","EQ","24-May-2016","2,682.50","2,682.50","2,750.00","2,610.00","2,655.00","2,654.05","2,642.54","5,62,839","1,48,73,25,412.50","54,242","2,34,864","41.73"
"BRITANNIA","EQ","25-May-2016","2,654.05","2,660.70","2,765.00","2,657.50","2,754.60","2,751.45","2,727.36","3,54,194","96,60,15,415.10","33,313","2,31,711","65.42"
"BRITANNIA","EQ","26-May-2016","2,751.45","2,756.80","2,795.00","2,728.05","2,748.35","2,744.40","2,741.24","3,59,669","98,59,39,656.45","33,531","2,61,399","72.68"
"BRITANNIA","EQ","27-May-2016","2,744.40","2,759.00","2,761.85","2,701.10","2,718.00","2,719.30","2,734.34","5,13,071","1,40,29,08,502.55","44,686","4,22,871","82.42"
"BRITANNIA","EQ","30-May-2016","2,719.30","2,720.00","2,758.00","2,720.00","2,747.00","2,746.05","2,743.30","1,10,941","30,43,44,843.00","9,885","67,622","60.95"
"BRITANNIA","EQ","31-May-2016","2,746.05","2,748.00","2,759.00","2,690.95","2,700.40","2,706.20","2,727.77","2,74,383","74,84,52,486.35","30,049","2,14,635","78.22"
"BRITANNIA","EQ","01-Jun-2016","2,706.20","2,740.00","2,792.40","2,725.20","2,760.00","2,765.10","2,771.57","4,80,961","1,33,30,15,215.35","36,162","3,11,784","64.83"
"BRITANNIA","EQ","02-Jun-2016","2,765.10","2,769.95","2,822.30","2,760.55","2,800.00","2,799.50","2,796.17","1,86,240","52,07,58,387.05","20,458","98,595","52.94"
"BRITANNIA","EQ","03-Jun-2016","2,799.50","2,800.00","2,804.60","2,756.05","2,757.35","2,763.35","2,773.34","1,66,817","46,26,39,934.10","19,481","1,07,918","64.69"
"BRITANNIA","EQ","06-Jun-2016","2,763.35","2,765.00","2,788.50","2,735.15","2,772.00","2,773.85","2,766.55","1,02,027","28,22,62,811.70","13,264","68,802","67.44"
"BRITANNIA","EQ","07-Jun-2016","2,773.85","2,777.00","2,810.00","2,777.00","2,795.00","2,795.15","2,800.34","4,01,524","1,12,44,04,124.75","28,438","3,41,068","84.94"
"BRITANNIA","EQ","08-Jun-2016","2,795.15","2,780.15","2,807.00","2,760.05","2,761.50","2,770.40","2,775.02","1,30,460","36,20,29,597.10","18,408","92,784","71.12"
"BRITANNIA","EQ","09-Jun-2016","2,770.40","2,770.00","2,795.50","2,752.05","2,755.05","2,761.25","2,775.49","1,97,487","54,81,23,150.70","14,722","1,59,903","80.97"
"BRITANNIA","EQ","10-Jun-2016","2,761.25","2,774.00","2,774.00","2,724.05","2,728.00","2,729.25","2,748.69","92,005","25,28,93,527.15","12,613","47,621","51.76"
"BRITANNIA","EQ","13-Jun-2016","2,729.25","2,716.00","2,716.00","2,660.00","2,666.10","2,678.20","2,685.77","1,11,051","29,82,57,880.85","13,322","76,842","69.20"
"BRITANNIA","EQ","14-Jun-2016","2,678.20","2,676.00","2,696.50","2,667.50","2,682.00","2,681.15","2,683.14","1,08,272","29,05,08,527.05","12,270","78,793","72.77"
"BRITANNIA","EQ","15-Jun-2016","2,681.15","2,699.00","2,699.00","2,671.25","2,680.00","2,682.60","2,684.67","1,09,909","29,50,69,884.75","16,371","74,819","68.07"
"BRITANNIA","EQ","16-Jun-2016","2,682.60","2,680.00","2,696.20","2,672.05","2,690.50","2,686.90","2,685.91","1,00,521","26,99,90,144.75","11,660","72,333","71.96"
"BRITANNIA","EQ","17-Jun-2016","2,686.90","2,690.00","2,698.50","2,636.80","2,639.00","2,639.60","2,657.63","2,85,241","75,80,66,038.20","22,438","1,82,987","64.15"
"BRITANNIA","EQ","20-Jun-2016","2,639.60","2,625.00","2,632.00","2,587.50","2,620.00","2,622.20","2,619.42","1,80,631","47,31,49,208.65","15,082","1,15,565","63.98"
"BRITANNIA","EQ","21-Jun-2016","2,622.20","2,595.00","2,607.00","2,560.30","2,572.00","2,564.85","2,577.09","4,58,788","1,18,23,37,763.95","41,065","3,58,642","78.17"
"BRITANNIA","EQ","22-Jun-2016","2,564.85","2,568.40","2,620.00","2,561.10","2,618.00","2,613.70","2,588.18","2,93,758","76,02,97,746.35","24,964","2,05,558","69.98"
"BRITANNIA","EQ","23-Jun-2016","2,613.70","2,618.00","2,642.00","2,609.30","2,630.00","2,625.45","2,632.08","1,63,373","43,00,10,871.90","12,392","1,08,635","66.50"
"BRITANNIA","EQ","24-Jun-2016","2,625.45","2,580.00","2,644.40","2,519.10","2,634.70","2,632.95","2,596.36","1,47,592","38,32,01,448.35","16,149","70,859","48.01"
"BRITANNIA","EQ","27-Jun-2016","2,632.95","2,635.00","2,695.95","2,625.30","2,678.00","2,683.30","2,677.44","1,70,256","45,58,50,318.60","25,160","1,12,425","66.03"
"BRITANNIA","EQ","28-Jun-2016","2,683.30","2,687.00","2,753.60","2,680.05","2,745.00","2,748.15","2,733.39","2,23,088","60,97,86,160.60","19,292","1,37,664","61.71"
"BRITANNIA","EQ","29-Jun-2016","2,748.15","2,749.80","2,778.10","2,706.75","2,770.00","2,771.40","2,762.85","1,40,375","38,78,35,627.10","10,623","71,270","50.77"
"BRITANNIA","EQ","30-Jun-2016","2,771.40","2,779.90","2,789.45","2,731.00","2,753.75","2,758.95","2,757.59","3,72,372","1,02,68,49,559.95","24,139","2,75,319","73.94"
"BRITANNIA","EQ","01-Jul-2016","2,758.95","2,753.75","2,817.10","2,751.55","2,810.05","2,808.30","2,805.21","2,16,924","60,85,16,906.65","24,396","1,25,826","58.00"
"BRITANNIA","EQ","04-Jul-2016","2,808.30","2,838.00","2,850.00","2,816.35","2,826.90","2,840.90","2,841.37","1,46,966","41,75,84,496.50","18,982","98,834","67.25"
"BRITANNIA","EQ","05-Jul-2016","2,840.90","2,835.00","2,860.00","2,810.00","2,822.20","2,836.25","2,840.06","75,546","21,45,55,171.55","9,285","43,430","57.49"
"BRITANNIA","EQ","07-Jul-2016","2,836.25","2,830.00","2,840.00","2,802.00","2,808.00","2,809.15","2,820.14","1,26,505","35,67,62,116.15","15,920","94,738","74.89"
"BRITANNIA","EQ","08-Jul-2016","2,809.15","2,809.15","2,836.00","2,792.40","2,805.25","2,805.05","2,805.45","95,700","26,84,81,087.75","11,010","64,465","67.36"
"BRITANNIA","EQ","11-Jul-2016","2,805.05","2,818.00","2,868.45","2,817.60","2,865.00","2,859.25","2,853.08","1,78,785","51,00,87,824.25","22,075","1,25,452","70.17"
"BRITANNIA","EQ","12-Jul-2016","2,859.25","2,874.00","2,908.55","2,843.75","2,848.00","2,857.20","2,868.55","1,74,488","50,05,27,607.95","17,103","1,17,802","67.51"
"BRITANNIA","EQ","13-Jul-2016","2,857.20","2,868.00","2,885.80","2,829.90","2,869.00","2,867.60","2,861.59","1,29,355","37,01,60,331.20","16,911","81,398","62.93"
"BRITANNIA","EQ","14-Jul-2016","2,867.60","2,890.00","2,893.00","2,854.95","2,858.75","2,859.75","2,877.44","1,31,591","37,86,44,952.65","11,370","75,397","57.30"
"BRITANNIA","EQ","15-Jul-2016","2,859.75","2,860.00","2,876.65","2,811.20","2,825.00","2,820.60","2,838.44","1,00,772","28,60,35,744.65","10,163","66,308","65.80"
"BRITANNIA","EQ","18-Jul-2016","2,820.60","2,837.05","2,848.70","2,808.95","2,811.00","2,816.30","2,825.99","96,589","27,29,59,830.55","10,512","54,103","56.01"
"BRITANNIA","EQ","19-Jul-2016","2,816.30","2,820.20","2,827.95","2,753.35","2,763.35","2,760.05","2,785.92","2,31,271","64,43,01,526.30","20,600","1,62,156","70.12"
"BRITANNIA","EQ","20-Jul-2016","2,760.05","2,774.90","2,818.00","2,760.00","2,808.45","2,809.45","2,793.75","88,792","24,80,62,523.65","15,361","49,635","55.90"
"BRITANNIA","EQ","21-Jul-2016","2,809.45","2,814.80","2,840.00","2,790.00","2,816.00","2,814.75","2,809.07","1,45,937","40,99,47,761.65","20,858","85,651","58.69"
"BRITANNIA","EQ","22-Jul-2016","2,814.75","2,816.00","2,855.95","2,808.00","2,850.00","2,850.90","2,834.85","1,79,569","50,90,50,663.35","25,341","1,37,816","76.75"
"BRITANNIA","EQ","25-Jul-2016","2,850.90","2,850.00","2,873.70","2,830.30","2,839.55","2,850.40","2,856.49","1,19,472","34,12,70,323.40","15,907","87,404","73.16"
"BRITANNIA","EQ","26-Jul-2016","2,850.40","2,850.40","2,856.60","2,811.00","2,813.00","2,823.80","2,831.13","1,42,849","40,44,24,624.00","22,264","1,04,334","73.04"
